Data collector,Author,Year,Journal,Vol.p.p,Species,Native,Sample size,Fitness measure,Trait,Selection differential (s),s standard error ,s significance,Selection gradient (B),B standard error,B significance
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,flower size,,,,0.23,0.11,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of carpels per flower,,,,0.36,0.07,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of flowers,,,,0.39,0.06,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of flowers,,,,0.41,0.19,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of flowers,,,,0.45,0.03,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of flowers,,,,0.6,0.22,
DJW,Rolff Siva-Jothy,2004,Proceedings of the Royal Society B,271:2157-2160,Calopteryx xanthostoma,yes,64,mating success,Wing-pigment heterogeneity ,-0.09,0.2,ns,-0.13,0.16,ns
DJW,Rolff Siva-Jothy,2004,Proceedings of the Royal Society B,271:2157-2160,Calopteryx xanthostoma,yes,64,mating success,Phenoloxidase activity,0.68,0.18,sig,0.53,0.18,sig
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds sired (estimated method 1,corrolla length,0.02,,ns,0.03,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,pollination,tepal length,0.09,,ns,0.11,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds sired (estimated method 2,Plant height,-0.03,,ns,-0.05,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,mothers mated,corrolla length,0.06,,ns,0.07,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds sired (estimated method 1,Plant height,-0.03,,ns,0.04,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds sired (estimated method 1,tepal length,-0.01,,ns,-0.02,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,mothers mated,tepal length,0.04,,ns,0.03,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,mothers mated,tepal length,0.01,,ns,0.07,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,pollination,corrolla length,0.54,,sig,0.07,,sig
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds per capsule,Plant height,0.14,,ns,0.1,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds sired (estimated method 2,tepal length,0.01,,ns,0.02,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds sired (estimated method 1,tepal length,0.08,,ns,0.07,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds per capsule,tepal length,0.01,,ns,-0.02,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,pollination,Plant height,0.01,,ns,-0.03,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds per capsule,corrolla length,0.22,,sig,0.21,,sig
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,capsule size,Plant height,0.1,,sig,0.09,,sig
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,pollination,tepal length,0.07,,sig,0.05,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,capsule size,corrolla length,0.09,,sig,0.06,,sig
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,mothers mated,Plant height,-0.12,,ns,-0.21,,sig
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,capsule size,tepal length,0.07,,sig,0,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds per capsule,corrolla length,0.01,,ns,0.04,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds sired (estimated method 2,corrolla length,0.1,,ns,0.11,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds sired (estimated method 2,corrolla length,0.03,,ns,0.04,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds per capsule,tepal length,0.11,,ns,-0.03,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,pollination,corrolla length,-0.01,,ns,-0.04,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,seeds sired (estimated method 1,corrolla length,0.09,,ns,0.09,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds sired (estimated method 2,tepal length,0.05,,ns,0,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,321,mothers mated,corrolla length,0.47,,ns,0.88,,ns
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds sired (estimated method 2,Plant height,,,,,,
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds sired (estimated method 1,Plant height,,,,,,
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,seeds per capsule,Plant height,,,,,,
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,mothers mated,Plant height,,,,,,
JAL,Rymer et al ,2010,New Phytologist,188:4260436,Gladiolus longicollis,yes,128,pollination,Plant height,,,,,,
KingsolverDiamond,Sabat and Ackerman,1996,Am. J. Botany,83:1181-1186,Tolumnia variegata,yes,508,Fruit Set,Floral Dispay,0.07,,ns,,,
KingsolverDiamond,Sabat and Ackerman,1996,Am. J. Botany,83:1181-1186,Tolumnia variegata,yes,508,Fruit set,Flowering Phenology,0.35,,sig,,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,127,female reproductive success (number of fruits),no. inflorescences,,,,-0.14,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),no. inflorescences,,,,0.51,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),last day of flowering,,,,-0.32,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),rosette size,,,,-0.2,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),last day of flowering,,,,-0.02,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,127,female reproductive success (number of fruits),rosette size,,,,0.28,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),rosette size,,,,0.16,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),first day of flowering,,,,-0.2,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,103,female reproductive success (number of fruits),no. inflorescences,,,,1.36,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,127,female reproductive success (number of fruits),first day of flowering,,,,-0.26,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,103,female reproductive success (number of fruits),first day of flowering,,,,-0.04,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,103,female reproductive success (number of fruits),last day of flowering,,,,-0.03,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,127,female reproductive success (number of fruits),last day of flowering,,,,0.23,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,103,female reproductive success (number of fruits),rosette size,,,,0.04,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),first day of flowering,,,,0.14,,
KingsolverDiamond,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,Arabidopsis lyrata,yes,NA,female reproductive success (number of fruits),no. inflorescences,,,,1.92,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,642,mating success,thorax length,-0.01,,ns,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,230,mating success (age-adjusted),thorax length,0.1,,ns,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,608,mating success,thorax length,0.16,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,551,mating success (age-adjusted),thorax length,0.19,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,312,mating success (age-adjusted),thorax length,0.2,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,259,mating success,thorax length,0.2,,ns,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,151,mating success (age-adjusted),thorax length,0.21,,ns,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,598,mating success,thorax length,0.24,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,601,mating success,thorax length,0.25,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,296,mating success,thorax length,0.27,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,737,mating success,thorax length,0.3,,sig,,,
KingsolverDiamond,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,Drosophila buzzatii,yes,651,mating success,thorax length,0.34,,sig,,,
KingsolverDiamond,Schemske and Horvitz,1989,Evolution,43(2):461-465,Calathea ovandensis,yes,102,fecundity (number of fruits per plant),corolla length,-0.01,,ns,0.01,0.05,
KingsolverDiamond,Schemske and Horvitz,1989,Evolution,43(2):461-465,Calathea ovandensis,yes,103,fecundity (number of fruits per plant),corolla length,0.08,,ns,0.06,0.06,
KingsolverDiamond,Schemske and Horvitz,1989,Evolution,43(2):461-465,Calathea ovandensis,yes,82,fecundity (number of fruits per plant),corolla length,-0.26,,ns,-0.13,0.05,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,yes,83,seed number,Flower length,0.05,,ns,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,yes,83,seed number,Flower width,0.22,,sig,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,yes,83,Fruit set,Flower width,-0.5,,ns,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,yes,83,Fruit set,Flower length,0.75,,sig,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,no,106,seed number,Flower width,0.13,,ns,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,no,26,seed number,Flower length,0.25,,ns,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,no,106,Fruit set,Flower width,0.4,,sig,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,no,24,Fruit set,Flower width,0.42,,ns,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,no,106,Fruit set,Flower length,0.47,,sig,,,
JAL,Schueller,2007,Evolutionary Ecology ,21:81-98,Nicotiana glauca,no,24,Fruit set,Flower length,1.01,,sig,,,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,14,lifetime reproductive success,adult female arrival date,-0.22,0.19,ns,-0.13,0.18,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,21,lifetime reproductive success,adult female arrival date,-0.07,0.19,ns,0.01,0.25,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult male arrival date,0.15,0.22,ns,0.15,0.23,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,14,lifetime reproductive success,adult female fork length,0.09,0.13,ns,0.27,0.18,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,21,lifetime reproductive success,adult female fork length,0.07,0.19,ns,0.1,0.25,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,18,lifetime reproductive success,adult female fork length,0.04,0.17,ns,-0.1,0.21,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,30,lifetime reproductive success,adult male arrival date,0.03,0.11,ns,0.02,0.11,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,11,lifetime reproductive success,adult female arrival date,0.06,0.13,ns,0.06,0.14,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult female arrival date,-0.07,0.19,ns,-0.12,0.25,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,10,lifetime reproductive success,adult male arrival date,-0.26,0.23,ns,-0.24,0.29,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,28,lifetime reproductive success,adult male arrival date,-0.07,0.14,ns,-0.08,0.14,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult male fork length,0.01,0.22,ns,0.02,0.23,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,18,lifetime reproductive success,adult female arrival date,-0.17,0.16,ns,-0.22,0.21,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,76,lifetime reproductive success,adult male arrival date,-0.07,0.08,ns,-0.08,0.08,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,11,lifetime reproductive success,adult male fork length,0.09,0.17,ns,0.17,0.18,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,30,lifetime reproductive success,adult male fork length,0.13,0.11,ns,0.13,0.11,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,23,lifetime reproductive success,adult female fork length,0.11,0.12,ns,0.03,0.21,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,28,lifetime reproductive success,adult male fork length,0.04,0.14,ns,0.06,0.15,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,34,lifetime reproductive success,adult female arrival date,0.02,0.13,ns,0.04,0.13,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult female fork length,-0.01,0.19,ns,-0.08,0.25,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult male fork length,0.24,0.12,sig,0.23,0.11,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,10,lifetime reproductive success,adult female arrival date,-0.18,0.15,ns,-0.15,0.1,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,18,lifetime reproductive success,adult female fork length,0.01,0.18,ns,-0.09,0.23,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult female fork length,0.04,0.08,ns,0.01,0.08,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,28,lifetime reproductive success,adult male arrival date,-0.12,0.14,ns,-0.13,0.15,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,30,lifetime reproductive success,adult female fork length,-0.01,0.1,ns,0.06,0.09,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,20,lifetime reproductive success,adult female fork length,0.03,0.11,ns,0.02,0.11,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,30,lifetime reproductive success,adult female arrival date,0.24,0.09,sig,0.26,0.09,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,23,lifetime reproductive success,adult female arrival date,-0.07,0.2,ns,-0.08,0.21,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,65,lifetime reproductive success,adult male arrival date,-0.06,0.09,ns,-0.05,0.09,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,57,lifetime reproductive success,adult female arrival date,-0.01,0.1,ns,-0.02,0.1,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,14,lifetime reproductive success,adult male fork length,0.03,0.17,ns,0.06,0.17,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,65,lifetime reproductive success,adult male fork length,0.07,0.09,ns,0.06,0.09,
KingsolverDiamond,Seamons et al. ,2007,Evolutionary Ecology Research,9(3):409-431,Oncorhynchus mykiss,yes,NA,lifetime reproductive success,adult female fork length,-0.03,0.12,ns,-0.08,0.12,
